activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,document_year,molecule_chembl_id,parent_molecule_chembl_id,pchembl_value,potential_duplicate,published_relation,published_type,published_units,published_value,qudt_units,record_id,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,uo_units
,15090031,CHEMBL3368416,Ratio of ospemifene IC50 to compound IC50 for human MDA-MB-231 cells assessed as reduction in cell viability after 96 hrs by MTT assay,F,,BAO_0000219,cell-based format,NCCOc1ccc(cc1)\C(=C(\CCN)/c2ccccc2)\c3ccccc3,,CHEMBL3351602,Eur. J. Med. Chem.,2014,CHEMBL3330031,CHEMBL3330031,,False,=,Ratio IC50,,5,,2255717,1,False,=,Ratio IC50,,5,CHEMBL400,Homo sapiens,MDA-MB-231,9606,
,15090032,CHEMBL3368417,Ratio of ospemifene IC50 to compound IC50 for human MCF7 cells assessed as reduction in cell viability after 96 hrs by MTT assay,F,,BAO_0000219,cell-based format,NCC\C(=C(/c1ccccc1)\c2ccc(OCCO)cc2)\c3ccccc3,,CHEMBL3351602,Eur. J. Med. Chem.,2014,CHEMBL3330030,CHEMBL3330030,,False,=,Ratio IC50,,5,,2255716,1,False,=,Ratio IC50,,5,CHEMBL387,Homo sapiens,MCF7,9606,
,15090033,CHEMBL3368417,Ratio of ospemifene IC50 to compound IC50 for human MCF7 cells assessed as reduction in cell viability after 96 hrs by MTT assay,F,,BAO_0000219,cell-based format,NCCOc1ccc(cc1)\C(=C(\CCN)/c2ccccc2)\c3ccccc3,,CHEMBL3351602,Eur. J. Med. Chem.,2014,CHEMBL3330031,CHEMBL3330031,,False,=,Ratio IC50,,5,,2255717,1,False,=,Ratio IC50,,5,CHEMBL387,Homo sapiens,MCF7,9606,
,15090034,CHEMBL3368418,Induction of cell death in human MDA-MB-231 cells at 10 uM after 24 hrs using calcein AM and ethidium homodimer-1 by live/dead assay,F,BAO_0001103,BAO_0000219,cell-based format,NCCOc1ccc(cc1)\C(=C(\CCN)/c2ccccc2)\c3ccccc3,,CHEMBL3351602,Eur. J. Med. Chem.,2014,CHEMBL3330031,CHEMBL3330031,,False,=,Activity,%,70,http://qudt.org/vocab/unit#Percent,2255717,1,False,=,Activity,%,70,CHEMBL400,Homo sapiens,MDA-MB-231,9606,UO_0000187
,15153170,CHEMBL3398999,Antiproliferative activity against human MCF7 cells after 5 days by WST-8 assay,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3396984,Bioorg. Med. Chem.,2015,CHEMBL489,CHEMBL489,5.05,False,=,IC50,uM,8.9,http://www.openphacts.org/units/Nanomolar,2279757,1,True,=,IC50,nM,8900,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
Dose-dependent effect,15153202,CHEMBL3398999,Antiproliferative activity against human MCF7 cells after 5 days by WST-8 assay,F,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3396984,Bioorg. Med. Chem.,2015,CHEMBL489,CHEMBL489,,False,,Activity,,,,2279757,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
,15167813,CHEMBL3406260,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3399923,Bioorg. Med. Chem.,2015,CHEMBL489,CHEMBL489,4.87,False,=,IC50,uM,13.6,http://www.openphacts.org/units/Nanomolar,2281804,1,True,=,IC50,nM,13600,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
,15167830,CHEMBL3406261,Cytotoxicity against human HEK293 cells after 48 hrs by MTT assay,A,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3399923,Bioorg. Med. Chem.,2015,CHEMBL489,CHEMBL489,,False,>,IC50,uM,50,http://www.openphacts.org/units/Nanomolar,2281804,1,True,>,IC50,nM,50000,CHEMBL614818,Homo sapiens,HEK293,9606,UO_0000065
,15167847,CHEMBL3406262,Cytotoxicity against African green monkey Vero cells after 48 hrs by MTT assay,A,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL3399923,Bioorg. Med. Chem.,2015,CHEMBL489,CHEMBL489,,False,>,IC50,uM,50,http://www.openphacts.org/units/Nanomolar,2281804,1,True,>,IC50,nM,50000,CHEMBL391,Chlorocebus aethiops,Vero,9534,UO_0000065
,15236473,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,NCCOc1ccc(cc1)C(=C(c2ccccc2)c3ccccc3)c4ccc(O)cc4,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422039,CHEMBL3422039,5.71,False,=,IC50,nM,1930,http://www.openphacts.org/units/Nanomolar,2294495,1,True,=,IC50,nM,1930,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236474,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC(C)\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422038,CHEMBL3422038,6.48,False,=,IC50,nM,328,http://www.openphacts.org/units/Nanomolar,2294494,1,True,=,IC50,nM,328,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236475,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CCC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422037,CHEMBL3422037,6.58,False,=,IC50,nM,261,http://www.openphacts.org/units/Nanomolar,2294493,1,True,=,IC50,nM,261,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236476,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,NCCOc1ccc(cc1)\C(=C(/CCCl)\c2ccccc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422036,CHEMBL3422036,6.85,False,=,IC50,nM,143,http://www.openphacts.org/units/Nanomolar,2294492,1,True,=,IC50,nM,143,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236477,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422035,CHEMBL3422035,6.47,False,=,IC50,nM,337,http://www.openphacts.org/units/Nanomolar,2294491,1,True,=,IC50,nM,337,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236478,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,NCCOc1ccc(cc1)\C(=C\c2ccccc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422034,CHEMBL3422034,5.2,False,=,IC50,nM,6290,http://www.openphacts.org/units/Nanomolar,2294490,1,True,=,IC50,nM,6290,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236479,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(N)cc1)/c2ccc(OCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422033,CHEMBL3422033,7.32,False,=,IC50,nM,48.1,http://www.openphacts.org/units/Nanomolar,2294489,1,True,=,IC50,nM,48.1,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236480,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(N)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422032,CHEMBL3422032,7.28,False,=,IC50,nM,53.1,http://www.openphacts.org/units/Nanomolar,2294488,1,True,=,IC50,nM,53.1,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236481,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccccc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422031,CHEMBL3422031,6.04,False,=,IC50,nM,913,http://www.openphacts.org/units/Nanomolar,2294487,1,True,=,IC50,nM,913,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236482,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)CC,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422030,CHEMBL3422030,5.88,False,=,IC50,nM,1320,http://www.openphacts.org/units/Nanomolar,2294486,1,True,=,IC50,nM,1320,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236483,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccc(F)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422029,CHEMBL3422029,5.99,False,=,IC50,nM,1020,http://www.openphacts.org/units/Nanomolar,2294485,1,True,=,IC50,nM,1020,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236484,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422028,CHEMBL3422028,7.35,False,=,IC50,nM,45,http://www.openphacts.org/units/Nanomolar,2294484,1,True,=,IC50,nM,45,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236486,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCO)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422046,CHEMBL3422046,4.52,False,=,IC50,nM,30500,http://www.openphacts.org/units/Nanomolar,2294502,1,True,=,IC50,nM,30500,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236488,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000201,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCBr)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422048,CHEMBL3422048,,False,=,INH,%,20,http://qudt.org/vocab/unit#Percent,2294504,1,True,=,Inhibition,%,20,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000187
,15236489,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000201,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCCl)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422049,CHEMBL3422049,,False,=,INH,%,27,http://qudt.org/vocab/unit#Percent,2294505,1,True,=,Inhibition,%,27,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000187
,15236490,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422050,CHEMBL3422050,5.91,False,=,IC50,nM,1240,http://www.openphacts.org/units/Nanomolar,2294506,1,True,=,IC50,nM,1240,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236491,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(CCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422051,CHEMBL3422051,5.13,False,=,IC50,nM,7340,http://www.openphacts.org/units/Nanomolar,2294507,1,True,=,IC50,nM,7340,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236492,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(CCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422052,CHEMBL3422052,6.31,False,=,IC50,nM,491,http://www.openphacts.org/units/Nanomolar,2294508,1,True,=,IC50,nM,491,CHEMBL1978,Homo sapiens,Cytochrome P450 19A1,9606,UO_0000065
,15236493,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422028,CHEMBL3422028,7.82,False,=,EC50,nM,15,http://www.openphacts.org/units/Nanomolar,2294484,1,True,=,EC50,nM,15,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236494,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccc(F)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422029,CHEMBL3422029,7.06,False,=,EC50,nM,87.8,http://www.openphacts.org/units/Nanomolar,2294485,1,True,=,EC50,nM,87.8,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236495,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)CC,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422030,CHEMBL3422030,6.56,False,=,EC50,nM,277,http://www.openphacts.org/units/Nanomolar,2294486,1,True,=,EC50,nM,277,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236496,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(N)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422032,CHEMBL3422032,6.56,False,=,EC50,nM,274,http://www.openphacts.org/units/Nanomolar,2294488,1,True,=,EC50,nM,274,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236497,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(N)cc1)/c2ccc(OCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422033,CHEMBL3422033,6.84,False,=,EC50,nM,144,http://www.openphacts.org/units/Nanomolar,2294489,1,True,=,EC50,nM,144,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236498,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,NCCOc1ccc(cc1)\C(=C\c2ccccc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422034,CHEMBL3422034,5.98,False,=,EC50,nM,1050,http://www.openphacts.org/units/Nanomolar,2294490,1,True,=,EC50,nM,1050,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236499,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422035,CHEMBL3422035,6.17,False,=,EC50,nM,675,http://www.openphacts.org/units/Nanomolar,2294491,1,True,=,EC50,nM,675,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236500,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,NCCOc1ccc(cc1)\C(=C(/CCCl)\c2ccccc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422036,CHEMBL3422036,6.58,False,=,EC50,nM,265,http://www.openphacts.org/units/Nanomolar,2294492,1,True,=,EC50,nM,265,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236501,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CCC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422037,CHEMBL3422037,6.42,False,=,EC50,nM,384,http://www.openphacts.org/units/Nanomolar,2294493,1,True,=,EC50,nM,384,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236502,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,NCCOc1ccc(cc1)C(=C(c2ccccc2)c3ccccc3)c4ccc(O)cc4,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422039,CHEMBL3422039,6.19,False,=,EC50,nM,653,http://www.openphacts.org/units/Nanomolar,2294495,1,True,=,EC50,nM,653,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236507,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422050,CHEMBL3422050,7.46,False,=,EC50,nM,34.9,http://www.openphacts.org/units/Nanomolar,2294506,1,True,=,EC50,nM,34.9,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236508,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(CCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422051,CHEMBL3422051,7.57,False,=,EC50,nM,27.1,http://www.openphacts.org/units/Nanomolar,2294507,1,True,=,EC50,nM,27.1,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236509,CHEMBL3425270,Displacement of fluorescein-labeled ES2 from human recombinant ERalpha receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(CCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422052,CHEMBL3422052,5.72,False,=,EC50,nM,1920,http://www.openphacts.org/units/Nanomolar,2294508,1,True,=,EC50,nM,1920,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,15236510,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422028,CHEMBL3422028,8.02,False,=,EC50,nM,9.5,http://www.openphacts.org/units/Nanomolar,2294484,1,True,=,EC50,nM,9.5,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236511,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccc(F)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422029,CHEMBL3422029,7.31,False,=,EC50,nM,49.2,http://www.openphacts.org/units/Nanomolar,2294485,1,True,=,EC50,nM,49.2,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236512,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(OCCN)cc2)CC,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422030,CHEMBL3422030,6.7,False,=,EC50,nM,202,http://www.openphacts.org/units/Nanomolar,2294486,1,True,=,EC50,nM,202,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236513,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(N)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422032,CHEMBL3422032,6.74,False,=,EC50,nM,182,http://www.openphacts.org/units/Nanomolar,2294488,1,True,=,EC50,nM,182,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236514,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CC\C(=C(\c1ccc(N)cc1)/c2ccc(OCCN)cc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422033,CHEMBL3422033,7.3,False,=,EC50,nM,49.9,http://www.openphacts.org/units/Nanomolar,2294489,1,True,=,EC50,nM,49.9,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236515,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,NCCOc1ccc(cc1)\C(=C\c2ccccc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422034,CHEMBL3422034,7.71,False,=,EC50,nM,19.5,http://www.openphacts.org/units/Nanomolar,2294490,1,True,=,EC50,nM,19.5,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236516,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,C\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422035,CHEMBL3422035,7.56,False,=,EC50,nM,27.8,http://www.openphacts.org/units/Nanomolar,2294491,1,True,=,EC50,nM,27.8,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236517,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,NCCOc1ccc(cc1)\C(=C(/CCCl)\c2ccccc2)\c3ccc(O)cc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422036,CHEMBL3422036,7.28,False,=,EC50,nM,52,http://www.openphacts.org/units/Nanomolar,2294492,1,True,=,EC50,nM,52,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,15236518,CHEMBL3423886,Displacement of fluorescein-labeled ES2 from human recombinant ERbeta receptor after 2 hrs by fluorescence polarization assay,B,BAO_0000188,BAO_0000357,single protein format,CCC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL3421623,J. Med. Chem.,2015,CHEMBL3422037,CHEMBL3422037,7.44,False,=,EC50,nM,36.5,http://www.openphacts.org/units/Nanomolar,2294493,1,True,=,EC50,nM,36.5,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
